0,1
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-05.png,inside
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-44.png,anyone
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-10.png,major
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-72.png,zoo
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-35.png,although
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-03.png,box
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-47.png,appear
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-87.png,benefit
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-94.png,understand
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-24.png,time
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-59.png,place
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-70.png,zeus
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-70.png,explain
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-07.png,institution
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-93.png,ue
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-45.png,language
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-68.png,cultural
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-24.png,game
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-20.png,carer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-44.png,woman
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-55.png,lay
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-27.png,wha
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-01.png,sic
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-18.png,throw
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-89.png,program
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-92.png,democratic
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-65.png,cover
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-82.png,far
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-17.png,man
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-37.png,middle
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-22.png,th
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-74.png,c
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-42.png,stage
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-50.png,period
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-88.png,notice
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-36.png,choose
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-76.png,bar
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-92.png,big
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-70.png,suffer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-65.png,my
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-03.png,okay
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-85.png,serious
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-35.png,chi
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-39.png,trade
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-54.png,wrong
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-43.png,revea
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-27.png,eat
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-27.png,today
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-95.png,pull
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-49.png,approach
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-49.png,rise
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-07.png,third
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-32.png,participant
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-28.png,reflec
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-66.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-48.png,true
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-51.png,still
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-23.png,fund
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-33.png,kill
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-28.png,when
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-44.png,enough
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-45.png,anything
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-78.png,das
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-68.png,national
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-14.png,mana
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-48.png,station
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-21.png,th
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-76.png,face
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-14.png,in
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-19.png,after
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-17.png,can
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-53.png,condi
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-69.png,lf
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-40.png,patient
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-86.png,believe
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-87.png,lose
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-00.png,ability
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-58.png,everyone
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-37.png,require
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-43.png,without
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-31.png,education
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-52.png,arm
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-71.png,scientist
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-38.png,know
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-22.png,ity
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-62.png,he
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-88.png,feeling
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-42.png,collection
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-21.png,its
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-25.png,jagged
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-26.png,son
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-16.png,small
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-32.png,effect
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-95.png,importan
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-49.png,stay
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-33.png,charge
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-17.png,order
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-41.png,resu
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-42.png,energy
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-46.png,commercia
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-06.png,instead
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-50.png,late
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-25.png,we
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-57.png,turn
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-83.png,h
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-48.png,mon
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-13.png,dog
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-02.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-61.png,could
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-68.png,scene
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-46.png,people
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-46.png,trip
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-98.png,fine
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-81.png,husband
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-65.png,politica
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-52.png,mother
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-67.png,poor
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-54.png,movement
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-49.png,more
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-79.png,lk
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-69.png,nation
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-96.png,improve
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-29.png,mee
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-70.png,natural
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-76.png,section
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-53.png,mouth
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-68.png,zed
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-75.png,e
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-99.png,often
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-15.png,skil
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-97.png,push
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-18.png,marriage
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-96.png,detail
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-14.png,want
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-19.png,soldier
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-81.png,day
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-16.png,do
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-59.png,contro
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-43.png,college
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-40.png,traditional
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-32.png,goal
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-71.png,home
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-56.png,consider
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-32.png,alone
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-84.png,ially
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-38.png,pass
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-55.png,roughout
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-66.png,him
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-57.png,picture
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-83.png,team
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-61.png,her
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-44.png,guy
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-21.png,wee
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-65.png,available
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-75.png,house
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-60.png,structure
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-38.png,amoun
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-15.png,opportunity
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-92.png,fight
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-51.png,argue
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-18.png,four
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-84.png,technology
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-95.png,officer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-48.png,apply
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-62.png,evidence
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-88.png,professor
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-37.png,spend
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-77.png,base
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-91.png,democracy
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-88.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-36.png,who
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-21.png,our
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-18.png,organisation
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-93.png,figure
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-01.png,they
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-97.png,unit
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-24.png,som
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-66.png,avoid
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-73.png,cut
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-75.png,system
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-45.png,peace
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-80.png,task
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-55.png,xantham
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-64.png,less
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-68.png,his
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-42.png,travel
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-59.png,everything
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-82.png,ll
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-98.png,including
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-12.png,reach
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-95.png,finally
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-15.png,issue
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-17.png,water
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-58.png,mrs
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-74.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-46.png,large
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-98.png,p
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-45.png,come
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-63.png,leg
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-04.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-18.png,iter
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-88.png,better
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-63.png,stuff
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-94.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-87.png,nothing
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-34.png,particular
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-02.png,quickly
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-70.png,a
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-74.png,sure
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-00.png,up
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-39.png,analysis
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-11.png,actually
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-67.png,name
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-10.png,activity
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-45.png,hair
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-79.png,take
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-35.png,eight
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-26.png,join
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-05.png,thing
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-20.png,itself
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-10.png,discuss
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-72.png,customer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-66.png,name
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-11.png,v
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-44.png,colour
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-92.png,lt
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-95.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-28.png,j
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-89.png,lot
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-80.png,pre
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-24.png,it
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-28.png,air
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-16.png,three
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-89.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-22.png,ou
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-77.png,security
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-38.png,ell
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-35.png,kin
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-07.png,fly
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-08.png,main
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-04.png,thing
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-34.png,ege
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-99.png,upon
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-37.png,great
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-17.png,draw
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-42.png,another
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-89.png,not
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-52.png,stock
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-76.png,c
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-88.png,ten
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-10.png,site
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-76.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-04.png,value
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-67.png,success
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-71.png,nature
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-83.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-16.png,itary
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-91.png,sexual
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-11.png,into
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-58.png,piec
