0,1
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-06.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-38.png,respond
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-43.png,discussed
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-09.png,backup
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-01.png,Mrs
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-20.png,th
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-29.png,accelerate
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-08.png,discover
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-10.png,som
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-40.png,lk
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-48.png,radiate
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-80.png,function
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-91.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-50.png,work
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-30.png,order
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-82.png,deep
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-14.png,bad
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-96.png,ticket
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-15.png,two
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-07.png,features
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-58.png,computer
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-05.png,accept
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-72.png,network
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-91.png,onoff
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-59.png,breath
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-53.png,Free
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-48.png,we
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-25.png,usefu
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-34.png,anticlockwise
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-06.png,fear
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-75.png,prepare
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-78.png,2
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-43.png,andadiagram
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-24.png,must
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-89.png,lt
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-53.png,people
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-62.png,stack
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-12.png,few
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-17.png,sm
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-59.png,various
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-86.png,decide
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-90.png,whos
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-86.png,sure
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-73.png,season
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-94.png,left
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-88.png,only
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-59.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-60.png,flimsy
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-36.png,amplifiers
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-37-76.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-50.png,no
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-03.png,quiz
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-28.png,bodies
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-28.png,table
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-21.png,north
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-38.png,stop
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-21.png,line
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-94.png,understand
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-79.png,because
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-02.png,faster
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-38.png,name
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-19.png,th
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-84.png,foranimal
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-74.png,really
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-88.png,young
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-31.png,can
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-79.png,suggest
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-34.png,patient
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-71.png,positive
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-92.png,Undersand
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-08.png,be
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-82.png,is
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-31.png,come
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-52.png,exhibit
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-65.png,broadcast
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-36.png,weight
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-73.png,2
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-38.png,might
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-16.png,field
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-37-68.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-96.png,truth
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-03.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-35.png,P
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-88.png,iew
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-39.png,using
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-10.png,l
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-41.png,training
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-22.png,some
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-69.png,suddenly
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-51.png,things
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-96.png,plane
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-05.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-04.png,state
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-12.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-33.png,won
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-16.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-94.png,just
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-48.png,perform
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-90.png,no
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-82.png,a
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-06.png,instead
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-24.png,same
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-06.png,system
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-01.png,die
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-83.png,for2yrs
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-20.png,bandwidth
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-67.png,Processes
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-73.png,hotel
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-88.png,tric
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-25.png,represent
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-09.png,share
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-45.png,first
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-68.png,skis
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-82.png,idea
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-07.png,assembe
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-96.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-19.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-62.png,wri
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-09.png,some
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-42.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-93.png,router
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-81.png,i
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-93.png,ue
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-60.png,bring
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-56.png,mon
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-54.png,reverse
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-37-11.png,Thestudy
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-05.png,shaft
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-53.png,condi
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-94.png,by
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-90.png,service
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-48.png,or
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-66.png,stage
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-83.png,future
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-99.png,famous
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-03.png,heard
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-50.png,language
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-97.png,packet
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-10.png,billion
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-94.png,if
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-47.png,action
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-44.png,indivi
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-39.png,pay
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-68.png,rigid
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-01.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-17.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-23.png,shoulder
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-01.png,state
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-42.png,collection
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-13.png,safe
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-12.png,couch
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-00.png,sibility
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-13.png,dog
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-22.png,position
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-99.png,Prototype
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-60.png,Numeric
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-51.png,road
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-36.png,either
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-66.png,our
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-57.png,sea
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-87.png,3x
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-47.png,worker
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-33.png,good
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-13.png,few
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-64.png,how
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-00.png,times
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-02.png,keep
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-96.png,under
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-02.png,ight
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-02.png,use
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-58.png,ac
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-03.png,pr
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-62.png,problem
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-30.png,edge
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-55.png,range
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-53.png,OS
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-00.png,ttention
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-49.png,box
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-42.png,rest
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-15.png,was
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-94.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-93.png,a
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-17.png,source
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-39.png,crowd
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-36.png,know
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-03.png,unit
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-23.png,pyramid
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-21.png,same
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-65.png,institution
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-26.png,magnitudeoppositeindirection
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-48.png,in
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-19.png,mar
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-80.png,affect
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-80.png,new
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-40.png,scientific
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-63.png,righ
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-00.png,far
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-90.png,3
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-08.png,force
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-69.png,stainless
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-47.png,nearly
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-23.png,optical
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-25.png,can
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-19.png,middle
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-55.png,story
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-74.png,2
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-24.png,west
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-10.png,musc
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-59.png,r
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-96.png,solved
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-74.png,more
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-12.png,son
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-47.png,andenvironmental
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-06.png,clockwise
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-74.png,bag
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-23.png,board
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-25.png,we
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-37.png,powersystem
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-97.png,times
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-08.png,men
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-70.png,a
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-02.png,want
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-16.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-22.png,goal
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-06.png,think
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-44.png,action-reaction
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-64.png,polic
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-76.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-58.png,market
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-10.png,interview
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-01.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-77.png,drives
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-82.png,has
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-50.png,information
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-15.png,station
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-28.png,good
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-76.png,Drives
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-20.png,kinetics
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-69.png,transport
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-13.png,system
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-00.png,want
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-38.png,attorney
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-26.png,didnt
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-91.png,a
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-17.png,assume
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-56.png,world
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-48.png,influence
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-16.png,staying
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-49.png,more
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-11.png,onto
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-42.png,at
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-46.png,large
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-62.png,location
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-57.png,last
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-91.png,have
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-83.png,after
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-16.png,man
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-61.png,attorney
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-41.png,ller
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-52.png,lawyer
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-41.png,peacemaker
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-20.png,types
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-83.png,standards
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-38.png,respiration
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-27.png,not
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-75.png,sliding
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-78.png,visible
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-63.png,mass
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-63.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-46.png,Q
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-59.png,re
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-52.png,mother
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-71.png,back
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-34.png,stimulating
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-42.png,technical
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-11.png,update
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-66.png,a
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-26.png,for
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-61.png,architecture
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-73.png,te
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-57.png,what
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-28.png,path
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-84.png,series
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-12.png,ac
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-52.png,cause
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-29.png,bodies
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-88.png,a
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-38.png,every
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-49.png,language
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-30.png,main
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-25.png,steel
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-46.png,any
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-30.png,tonnes
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-53.png,roc
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-76.png,present
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-38.png,any
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-77.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-11.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-97.png,of
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-76.png,face
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-06.png,cores
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-65.png,Rigid
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-05.png,mention
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-40.png,besafe
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-68.png,intended
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-50.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-66.png,t
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-94.png,design
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-67.png,energy
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-82.png,one
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-14.png,sound
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-37.png,or
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-27.png,in
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-40.png,group
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-08.png,destination
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-33.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-52.png,info
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-57.png,before
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-43.png,answer
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-25.png,same
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-99.png,ther
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-67.png,integrated
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-17.png,adult
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-54.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-83.png,e
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-05.png,is
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-77.png,is
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-94.png,their
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-86.png,motion
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-78.png,per
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-34.png,modelling
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-34.png,-spannedmineshaft
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-34.png,increases
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-41.png,well
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-53.png,around
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-72.png,changes
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-59.png,tent
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-22.png,-does
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-49.png,many
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-98.png,off
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-48.png,box
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-95.png,importan
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-48.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-88.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-99.png,unique
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-90.png,by
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-16.png,-needs
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-18.png,toexchange
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-15.png,three
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-09.png,system
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-86.png,check
